detector,environment_id,semantic_label,accuracy,precision,recall,f1,avg_score,n
lr_full,observed,Duplicate,1.0,1.0,1.0,1.0,0.9727997231902611,340.0
lr_full,observed,T1048,1.0,1.0,1.0,1.0,0.9999999999999998,2.0
lr_full,observed,T1078,1.0,1.0,1.0,1.0,0.9726678505991193,123.0
lr_full,observed,T1110,0.9991610738255033,1.0,0.9991610738255033,0.9995803608896349,0.9986390464491541,1192.0
lr_full,observed,T1190,1.0,1.0,1.0,1.0,0.9982853286272324,83.0
lr_full,observed,T1595,1.0,1.0,1.0,1.0,0.9587329907232843,1050.0
lr_full,observed,benign,0.9942857142857143,0.0,,0.0,0.019273595206161148,1225.0
protocol_core_rf,congested_link,Duplicate,1.0,1.0,1.0,1.0,0.9967545740007887,340.0
protocol_core_rf,congested_link,T1048,1.0,1.0,1.0,1.0,0.9999511574026938,2.0
protocol_core_rf,congested_link,T1078,1.0,1.0,1.0,1.0,0.9967237420812819,123.0
protocol_core_rf,congested_link,T1110,1.0,1.0,1.0,1.0,0.999922435021456,1192.0
protocol_core_rf,congested_link,T1190,1.0,1.0,1.0,1.0,1.0,83.0
protocol_core_rf,congested_link,T1595,0.9895238095238095,1.0,0.9895238095238095,0.9947343226424127,0.9788785869217835,1050.0
protocol_core_rf,congested_link,benign,0.9926530612244898,0.0,,0.0,0.014174119921098516,1225.0
protocol_core_rf,delayed_collector,Duplicate,1.0,1.0,1.0,1.0,0.9967545740007887,340.0
protocol_core_rf,delayed_collector,T1048,1.0,1.0,1.0,1.0,0.9999511574026938,2.0
protocol_core_rf,delayed_collector,T1078,1.0,1.0,1.0,1.0,0.9967237420812819,123.0
protocol_core_rf,delayed_collector,T1110,1.0,1.0,1.0,1.0,0.999922435021456,1192.0
protocol_core_rf,delayed_collector,T1190,1.0,1.0,1.0,1.0,1.0,83.0
protocol_core_rf,delayed_collector,T1595,0.9895238095238095,1.0,0.9895238095238095,0.9947343226424127,0.9788785869217835,1050.0
protocol_core_rf,delayed_collector,benign,0.9926530612244898,0.0,,0.0,0.014174119921098516,1225.0
protocol_core_rf,high_background,Duplicate,1.0,1.0,1.0,1.0,0.9967545740007887,340.0
