dataset,split,fold,detector,base_detector,detector_family,feature_profile,calibration_policy,threshold_mode,threshold,env_thresholds,validation_strategy,validation_group_col,validation_groups,validation_removed_group_rows,validation_min_f1,validation_mean_f1,fit_rows,validation_rows,train_rows
uwf,heldout_family,privilege_escalation,cat_full__oracle_env_upper_bound,cat_full,catboost,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.2158, ""delayed_collector"": 0.8724, ""high_background"": 0.5097999999999999, ""low_sampling"": 0.1472, ""observed"": 0.9017999999999999}",attack_family_challenge,attack_family,Reconnaissance,2909,0.998468606431853,0.9990811638591118,89810,5000,95219
uwf,heldout_family,privilege_escalation,iforest_env_sensitive,iforest_env_sensitive,sklearn_anomaly,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Reconnaissance,2909,,,89810,5000,95219
uwf,heldout_family,privilege_escalation,iforest_env_sensitive__val_observed_f1,iforest_env_sensitive,sklearn_anomaly,env_sensitive,val_observed_f1,single_validation_observed,0.353,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.8739702015775636,0.8739702015775636,89810,5000,95219
uwf,heldout_family,privilege_escalation,iforest_env_sensitive__val_robust_minimax,iforest_env_sensitive,sklearn_anomaly,env_sensitive,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.6664888651820242,0.6677737708510809,89810,5000,95219
uwf,heldout_family,privilege_escalation,iforest_env_sensitive__oracle_env_upper_bound,iforest_env_sensitive,sklearn_anomaly,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.2452, ""delayed_collector"": 0.4216, ""high_background"": 0.2844, ""low_sampling"": 0.157, ""observed"": 0.4216}",attack_family_challenge,attack_family,Reconnaissance,2909,0.7233560090702947,0.8224345228336549,89810,5000,95219
uwf,heldout_family,privilege_escalation,pyod_ecod_env_sensitive,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Reconnaissance,2909,,,89810,5000,95219
uwf,heldout_family,privilege_escalation,pyod_ecod_env_sensitive__val_observed_f1,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,val_observed_f1,single_validation_observed,0.108,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.8192612137203166,0.8192612137203166,89810,5000,95219
uwf,heldout_family,privilege_escalation,pyod_ecod_env_sensitive__val_robust_minimax,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.6647019423978566,0.6677391854036541,89810,5000,95219
uwf,heldout_family,privilege_escalation,pyod_ecod_env_sensitive__oracle_env_upper_bound,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.0982, ""delayed_collector"": 0.11779999999999999, ""high_background"": 0.108, ""low_sampling"": 0.0982, ""observed"": 0.1374}",attack_family_challenge,attack_family,Reconnaissance,2909,0.6694560669456067,0.7466768182048453,89810,5000,95219
uwf,heldout_family,privilege_escalation,pyod_copod_env_sensitive,pyod_copod_env_sensitive,pyod_copod,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Reconnaissance,2909,,,89810,5000,95219
uwf,heldout_family,privilege_escalation,pyod_copod_env_sensitive__val_observed_f1,pyod_copod_env_sensitive,pyod_copod,env_sensitive,val_observed_f1,single_validation_observed,0.0688,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.8078291814946619,0.8078291814946619,89810,5000,95219
uwf,heldout_family,privilege_escalation,pyod_copod_env_sensitive__val_robust_minimax,pyod_copod_env_sensitive,pyod_copod,env_sensitive,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.622805805114029,0.6602801554809379,89810,5000,95219
uwf,heldout_family,privilege_escalation,pyod_copod_env_sensitive__oracle_env_upper_bound,pyod_copod_env_sensitive,pyod_copod,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.0394, ""delayed_collector"": 0.059000000000000004, ""high_background"": 0.0394, ""low_sampling"": 0.01, ""observed"": 0.0982}",attack_family_challenge,attack_family,Reconnaissance,2909,0.6632337796086509,0.7326350089897797,89810,5000,95219
uwf,heldout_family,reconnaissance,lr_full,lr_full,sklearn_linear,full,native_default,native,,{},attack_family_challenge,attack_family,Credential Access,43494,,,44059,5000,90053
uwf,heldout_family,reconnaissance,lr_full__val_observed_f1,lr_full,sklearn_linear,full,val_observed_f1,single_validation_observed,0.0394,{},attack_family_challenge,attack_family,Credential Access,43494,0.9967935871743487,0.9967935871743487,44059,5000,90053
uwf,heldout_family,reconnaissance,lr_full__val_robust_minimax,lr_full,sklearn_linear,full,val_robust_minimax,single_validation_minimax,0.892,{},attack_family_challenge,attack_family,Credential Access,43494,0.8620037807183365,0.9273163389009491,44059,5000,90053
uwf,heldout_family,reconnaissance,lr_full__oracle_env_upper_bound,lr_full,sklearn_linear,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.01, ""delayed_collector"": 0.01, ""high_background"": 0.01, ""low_sampling"": 0.01, ""observed"": 0.01}",attack_family_challenge,attack_family,Credential Access,43494,0.47815040650406504,0.5342346613008679,44059,5000,90053
uwf,heldout_family,reconnaissance,rf_full,rf_full,sklearn_tree,full,native_default,native,,{},attack_family_challenge,attack_family,Credential Access,43494,,,44059,5000,90053
uwf,heldout_family,reconnaissance,rf_full__val_observed_f1,rf_full,sklearn_tree,full,val_observed_f1,single_validation_observed,0.0394,{},attack_family_challenge,attack_family,Credential Access,43494,1.0,1.0,44059,5000,90053
uwf,heldout_family,reconnaissance,rf_full__val_robust_minimax,rf_full,sklearn_tree,full,val_robust_minimax,single_validation_minimax,0.3922,{},attack_family_challenge,attack_family,Credential Access,43494,0.9969909729187563,0.9993582025821517,44059,5000,90053
uwf,heldout_family,reconnaissance,rf_full__oracle_env_upper_bound,rf_full,sklearn_tree,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.0296, ""delayed_collector"": 0.01, ""high_background"": 0.08839999999999999, ""low_sampling"": 0.01, ""observed"": 0.01}",attack_family_challenge,attack_family,Credential Access,43494,0.2676977989292088,0.6009282663235214,44059,5000,90053
uwf,heldout_family,reconnaissance,gb_full,gb_full,sklearn_boosting,full,native_default,native,,{},attack_family_challenge,attack_family,Credential Access,43494,,,44059,5000,90053
uwf,heldout_family,reconnaissance,gb_full__val_observed_f1,gb_full,sklearn_boosting,full,val_observed_f1,single_validation_observed,0.01,{},attack_family_challenge,attack_family,Credential Access,43494,1.0,1.0,44059,5000,90053
uwf,heldout_family,reconnaissance,gb_full__val_robust_minimax,gb_full,sklearn_boosting,full,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Credential Access,43494,0.9969909729187563,0.9993182265709564,44059,5000,90053
uwf,heldout_family,reconnaissance,gb_full__oracle_env_upper_bound,gb_full,sklearn_boosting,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.01, ""delayed_collector"": 0.01, ""high_background"": 0.01, ""low_sampling"": 0.01, ""observed"": 0.01}",attack_family_challenge,attack_family,Credential Access,43494,0.0013740982480247338,0.08321425728946223,44059,5000,90053
uwf,heldout_family,reconnaissance,xgb_full,xgb_full,xgboost,full,native_default,native,,{},attack_family_challenge,attack_family,Credential Access,43494,,,44059,5000,90053
uwf,heldout_family,reconnaissance,xgb_full__val_observed_f1,xgb_full,xgboost,full,val_observed_f1,single_validation_observed,0.01,{},attack_family_challenge,attack_family,Credential Access,43494,1.0,1.0,44059,5000,90053
uwf,heldout_family,reconnaissance,xgb_full__val_robust_minimax,xgb_full,xgboost,full,val_robust_minimax,single_validation_minimax,0.0296,{},attack_family_challenge,attack_family,Credential Access,43494,0.9969909729187563,0.9993182265709564,44059,5000,90053
uwf,heldout_family,reconnaissance,xgb_full__oracle_env_upper_bound,xgb_full,xgboost,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.01, ""delayed_collector"": 0.01, ""high_background"": 0.01, ""low_sampling"": 0.01, ""observed"": 0.01}",attack_family_challenge,attack_family,Credential Access,43494,0.1346585444052581,0.16060930420887165,44059,5000,90053
uwf,heldout_family,reconnaissance,lgbm_full,lgbm_full,lightgbm,full,native_default,native,,{},attack_family_challenge,attack_family,Credential Access,43494,,,44059,5000,90053
uwf,heldout_family,reconnaissance,lgbm_full__val_observed_f1,lgbm_full,lightgbm,full,val_observed_f1,single_validation_observed,0.01,{},attack_family_challenge,attack_family,Credential Access,43494,0.9993996397838704,0.9993996397838704,44059,5000,90053
uwf,heldout_family,reconnaissance,lgbm_full__val_robust_minimax,lgbm_full,lightgbm,full,val_robust_minimax,single_validation_minimax,0.9802,{},attack_family_challenge,attack_family,Credential Access,43494,0.9963869931754316,0.9987171424974071,44059,5000,90053
uwf,heldout_family,reconnaissance,lgbm_full__oracle_env_upper_bound,lgbm_full,lightgbm,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.01, ""delayed_collector"": 0.01, ""high_background"": 0.01, ""low_sampling"": 0.01, ""observed"": 0.01}",attack_family_challenge,attack_family,Credential Access,43494,0.0013740982480247338,0.05287431112373505,44059,5000,90053
uwf,heldout_family,reconnaissance,cat_full,cat_full,catboost,full,native_default,native,,{},attack_family_challenge,attack_family,Credential Access,43494,,,44059,5000,90053
uwf,heldout_family,reconnaissance,cat_full__val_observed_f1,cat_full,catboost,full,val_observed_f1,single_validation_observed,0.019799999999999998,{},attack_family_challenge,attack_family,Credential Access,43494,1.0,1.0,44059,5000,90053
uwf,heldout_family,reconnaissance,cat_full__val_robust_minimax,cat_full,catboost,full,val_robust_minimax,single_validation_minimax,0.2354,{},attack_family_challenge,attack_family,Credential Access,43494,1.0,1.0,44059,5000,90053
uwf,heldout_family,reconnaissance,cat_full__oracle_env_upper_bound,cat_full,catboost,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.01, ""delayed_collector"": 0.01, ""high_background"": 0.01, ""low_sampling"": 0.01, ""observed"": 0.01}",attack_family_challenge,attack_family,Credential Access,43494,0.593183466279913,0.6323989172445306,44059,5000,90053
uwf,heldout_family,reconnaissance,iforest_env_sensitive,iforest_env_sensitive,sklearn_anomaly,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Credential Access,43494,,,44059,5000,90053
uwf,heldout_family,reconnaissance,iforest_env_sensitive__val_observed_f1,iforest_env_sensitive,sklearn_anomaly,env_sensitive,val_observed_f1,single_validation_observed,0.6274,{},attack_family_challenge,attack_family,Credential Access,43494,0.9920634920634921,0.9920634920634921,44059,5000,90053
uwf,heldout_family,reconnaissance,iforest_env_sensitive__val_robust_minimax,iforest_env_sensitive,sklearn_anomaly,env_sensitive,val_robust_minimax,single_validation_minimax,0.6862,{},attack_family_challenge,attack_family,Credential Access,43494,0.9854899622341483,0.9896393970777556,44059,5000,90053
uwf,heldout_family,reconnaissance,iforest_env_sensitive__oracle_env_upper_bound,iforest_env_sensitive,sklearn_anomaly,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.2354, ""delayed_collector"": 0.3138, ""high_background"": 0.01, ""low_sampling"": 0.1374, ""observed"": 0.3236}",attack_family_challenge,attack_family,Credential Access,43494,0.6665138666055467,0.7705896002897298,44059,5000,90053
uwf,heldout_family,reconnaissance,pyod_ecod_env_sensitive,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Credential Access,43494,,,44059,5000,90053
uwf,heldout_family,reconnaissance,pyod_ecod_env_sensitive__val_observed_f1,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,val_observed_f1,single_validation_observed,0.2746,{},attack_family_challenge,attack_family,Credential Access,43494,0.9870903674280039,0.9870903674280039,44059,5000,90053
uwf,heldout_family,reconnaissance,pyod_ecod_env_sensitive__val_robust_minimax,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,val_robust_minimax,single_validation_minimax,0.20600000000000002,{},attack_family_challenge,attack_family,Credential Access,43494,0.9127894395152565,0.9336085563336475,44059,5000,90053
uwf,heldout_family,reconnaissance,pyod_ecod_env_sensitive__oracle_env_upper_bound,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.108, ""delayed_collector"": 0.08839999999999999, ""high_background"": 0.0394, ""low_sampling"": 0.01, ""observed"": 0.0982}",attack_family_challenge,attack_family,Credential Access,43494,0.6667430666972267,0.7309775063246051,44059,5000,90053
uwf,heldout_family,reconnaissance,pyod_copod_env_sensitive,pyod_copod_env_sensitive,pyod_copod,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Credential Access,43494,,,44059,5000,90053
uwf,heldout_family,reconnaissance,pyod_copod_env_sensitive__val_observed_f1,pyod_copod_env_sensitive,pyod_copod,env_sensitive,val_observed_f1,single_validation_observed,0.2648,{},attack_family_challenge,attack_family,Credential Access,43494,0.9894695012914763,0.9894695012914763,44059,5000,90053
uwf,heldout_family,reconnaissance,pyod_copod_env_sensitive__val_robust_minimax,pyod_copod_env_sensitive,pyod_copod,env_sensitive,val_robust_minimax,single_validation_minimax,0.2452,{},attack_family_challenge,attack_family,Credential Access,43494,0.9739700758352121,0.981635701488868,44059,5000,90053
uwf,heldout_family,reconnaissance,pyod_copod_env_sensitive__oracle_env_upper_bound,pyod_copod_env_sensitive,pyod_copod,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.0492, ""delayed_collector"": 0.0394, ""high_background"": 0.01, ""low_sampling"": 0.01, ""observed"": 0.059000000000000004}",attack_family_challenge,attack_family,Credential Access,43494,0.6104176668266923,0.6979433529500862,44059,5000,90053


